FID,anzahl_stellplaetze,zusatzbeleuchtung,bike_and_ride,doppelstock,status,geplant,lastenrad,standort,standortnummer,typ_generalisiert,ueberdacht,zeitl_begrenzung,status_bedeutung,shape
opendata_ruhver_fahrradparken_line.2574,10,Nein,Nein,Nein,2,,Nein,Ainmillerstr. 27a,3045,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691761.7540008401 5337176.349997956, 691762.5010008402 5337176.289997957, 691766.4890008401 5337175.972997955, 691767.2360008403 5337175.912997955))"
opendata_ruhver_fahrradparken_line.2575,10,Nein,Nein,Nein,2,,Nein,Ainmillerstr. 27a,3046,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691761.6170008401 5337174.353997955, 691762.3640008401 5337174.293997956, 691766.3520008402 5337173.976997955, 691767.0990008403 5337173.916997955))"
opendata_ruhver_fahrradparken_line.2576,10,Nein,Nein,Nein,2,,Nein,Ainmillerstr. 29a,3047,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691734.8833008395 5337178.488097957, 691735.6313008396 5337178.428097957, 691739.6183008396 5337178.111097958, 691740.3663008396 5337178.052097958))"
opendata_ruhver_fahrradparken_line.2577,10,Nein,Nein,Nein,2,,Nein,Ainmillerstr. 29a,3048,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691734.7243008396 5337176.494097956, 691735.4713008396 5337176.435097957, 691739.4593008396 5337176.118097957, 691740.2063008395 5337176.058097958))"
opendata_ruhver_fahrradparken_line.2579,16,Nein,Nein,Nein,2,,Nein,Ainmillerstr. 31,3050,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691706.4660008389 5337178.697997958, 691707.214000839 5337178.639997958, 691714.193000839 5337178.09899796, 691714.9410008392 5337178.040997959))"
opendata_ruhver_fahrradparken_line.2580,10,Nein,Nein,Nein,2,,Nein,Ainmillerstr. 33,3051,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691659.3210008378 5337184.361997962, 691660.069000838 5337184.303997963, 691664.0570008381 5337183.993997961, 691664.8050008381 5337183.935997962))"
opendata_ruhver_fahrradparken_line.2582,10,Nein,Nein,Nein,2,,Nein,Ainmillerstr. 35,3053,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691629.0000008371 5337186.700997966, 691628.2530008373 5337186.762997964, 691624.2660008371 5337187.0929979645, 691623.5190008371 5337187.154997964))"
opendata_ruhver_fahrradparken_line.2583,20,Nein,Nein,Nein,2,,Nein,Giselastr. 10,3054,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692288.4570008526 5336775.5189979235, 692288.3240008518 5336774.780997923, 692286.7230008517 5336765.924997922, 692286.5900008515 5336765.186997923))"
opendata_ruhver_fahrradparken_line.2584,10,Nein,Nein,Nein,2,,Nein,Klosterhofstr. 2,3055,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691228.0060008293 5334392.508997995, 691228.6050008293 5334392.057997997, 691231.8020008294 5334389.653997997, 691232.4020008293 5334389.203997995))"
opendata_ruhver_fahrradparken_line.2585,10,Nein,Nein,Nein,2,,Nein,Klenzestr. 52a,3234,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691297.453000831 5333788.712997993, 691297.8050008309 5333789.067997992, 691300.6210008309 5333791.908997991, 691301.1490008308 5333792.440997991))"
opendata_ruhver_fahrradparken_line.2587,12,Nein,Ja,Nein,2,,Nein,Hugo-Wolf-Str. 26,2777,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((690899.9440008206 5342104.224998002, 690900.0790008205 5342095.961998003))"
opendata_ruhver_fahrradparken_line.2588,6,Nein,Ja,Nein,2,,Nein,Schellingstr. 57,2778,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691352.1640008314 5336296.956997983, 691356.9090008315 5336295.126997984))"
opendata_ruhver_fahrradparken_line.2589,20,Nein,Ja,Nein,2,,Nein,Rosental 6,2779,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691543.823000836 5334551.275997975, 691544.7170008359 5334551.166997976, 691554.6430008363 5334549.958997976))"
opendata_ruhver_fahrradparken_line.2590,30,Nein,Nein,Nein,2,,Nein,Brienner Str. 11 ,2780,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691563.3300008362 5335387.557997972, 691563.8290008362 5335387.580997974, 691567.8250008363 5335387.771997971, 691568.3240008364 5335387.79399797), (691563.1740008362 5335390.553997972, 691563.673000836 5335390.576997972, 691567.6690008362 5335390.767997973, 691568.1680008362 5335390.789997973), (691562.9910008365 5335394.048997972, 691563.4900008362 5335394.071997972, 691567.4860008364 5335394.262997972, 691567.9850008362 5335394.284997973))"
opendata_ruhver_fahrradparken_line.2591,8,Nein,Nein,Nein,2,,Nein,Schneckenburgerstr. 34,2781,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((694015.9988008908 5334884.358497808, 694016.4558008908 5334884.5614978075, 694019.194800891 5334885.785497808, 694019.6518008908 5334885.989497809))"
opendata_ruhver_fahrradparken_line.2592,10,Nein,Nein,Nein,2,,Nein,Grillparzerstr. 38,2782,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((694044.7950008916 5334897.0889978055, 694045.4910008914 5334897.368997806, 694049.2380008916 5334898.766997808, 694049.9410008915 5334899.029997806))"
opendata_ruhver_fahrradparken_line.2593,10,Nein,Nein,Nein,2,,Nein,Gaisbergstr. 1,2783,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((693999.7220008905 5334589.066997808, 694000.2720008905 5334589.900997809, 694000.9480008904 5334590.637997811, 694001.7330008905 5334591.256997809, 694002.6080008906 5334591.742997809))"
opendata_ruhver_fahrradparken_line.2595,10,Nein,Nein,Nein,2,,Nein,Eduard-Schmid-Str. 8 ,2762,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691911.9440008441 5333626.071997954, 691912.5540008444 5333626.507997952, 691915.8110008442 5333628.829997954, 691916.4220008443 5333629.264997952))"
opendata_ruhver_fahrradparken_line.2596,10,Nein,Nein,Nein,2,,Nein,Eduard-Schmid-Str. 9,2763,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691896.6980008438 5333612.350997955, 691896.1580008438 5333611.829997954, 691893.2780008437 5333609.053997953, 691892.7380008438 5333608.532997954))"
opendata_ruhver_fahrradparken_line.2597,11,Nein,Ja,Nein,2,,Nein,Thalkirchner Str. 86  ,2764,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690651.4320008171 5333432.304998035, 690653.687000817 5333437.3209980335))"
opendata_ruhver_fahrradparken_line.2598,6,Nein,Ja,Nein,2,,Nein,Görrestr. 52 ,2765,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690328.1970008095 5336862.899998047, 690326.2640008094 5336863.410998047))"
opendata_ruhver_fahrradparken_line.2599,6,Nein,Nein,Nein,2,,Nein,Winzererstr. 13 ,2766,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690385.5260008106 5336848.401998044, 690387.2070008108 5336849.485998045))"
opendata_ruhver_fahrradparken_line.2600,6,Nein,Nein,Nein,2,,Nein,Görrestr. 48 ,2767,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690400.237000811 5336845.885998043, 690401.6760008109 5336844.497998042))"
opendata_ruhver_fahrradparken_line.2601,4,Nein,Nein,Nein,2,,Nein,Winzererstr. 40 ,2768,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690396.4260008109 5336832.547998043, 690397.2390008108 5336833.128998042))"
opendata_ruhver_fahrradparken_line.2602,20,Nein,Nein,Nein,2,,Nein,St.-Paul-Str. 1a,2955,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689945.2990008019 5334714.452998074, 689945.3030008018 5334713.702998075, 689945.3410008019 5334704.702998075, 689945.3350008018 5334703.952998075))"
opendata_ruhver_fahrradparken_line.2603,10,Nein,Ja,Nein,2,,Nein,St.-Paul-Pl. 10,2956,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689945.675000802 5334627.304998075, 689945.675000802 5334628.054998075, 689945.6750008019 5334632.054998075, 689945.6750008019 5334632.804998073))"
opendata_ruhver_fahrradparken_line.2604,10,Nein,Nein,Nein,2,,Nein,Paul-Heyse-Str. 24,2957,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690130.7860008058 5334613.835998064, 690130.0360008058 5334613.8169980645, 690126.0380008055 5334613.720998064, 690125.2880008058 5334613.7029980635))"
opendata_ruhver_fahrradparken_line.2605,14,Nein,Nein,Nein,2,,Nein,Goethestr. 28,2958,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690346.3800008104 5334592.53999805, 690346.3930008104 5334591.78999805, 690346.4990008103 5334585.79099805, 690346.5130008105 5334585.040998049))"
opendata_ruhver_fahrradparken_line.2606,10,Nein,Nein,Nein,2,,Nein,Geyerstr. 1,3442,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690982.416000824 5333427.421698014, 690982.570800824 5333426.687798012, 690983.3965008241 5333422.773898013, 690983.5513008242 5333422.040098012))"
opendata_ruhver_fahrradparken_line.2607,10,Nein,Nein,Nein,2,,Nein,Hugo-Weiß-Straße 120,3343,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((699443.1768010214 5332052.572897394, 699443.5108010215 5332052.200797393, 699446.1824010216 5332049.223797393, 699446.5164010215 5332048.851597394))"
opendata_ruhver_fahrradparken_line.2608,6,Nein,Nein,Nein,2,,Nein,Felicitas-Füss-Straße 118,3350,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((699315.9411010185 5331982.412397404, 699316.2744010182 5331982.039597405, 699317.6076010184 5331980.548697405, 699317.9409010183 5331980.175997404))"
opendata_ruhver_fahrradparken_line.2609,4,Nein,Nein,Nein,2,,Nein,Viktualienmarkt 1,2900,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691717.5585008399 5334649.808697963, 691720.1220008407 5334648.465997964))"
opendata_ruhver_fahrradparken_line.2610,6,Nein,Nein,Nein,1,,Nein,Zeppelinstr. 53,3740,Anlehnbügel,Nein,,in Planung / in Entwuf,"MULTILINESTRING ((692304.5463008528 5333828.421497926, 692304.1008008528 5333827.818197926, 692302.9128008527 5333826.209297927, 692302.4673008528 5333825.605897927))"
opendata_ruhver_fahrradparken_line.2611,2,Nein,Nein,Nein,1,,Nein,Senserstr. 9,3919,Anlehnbügel,Nein,,in Planung / in Entwuf,"MULTILINESTRING ((689582.2504007946 5333091.985398101, 689582.2359007945 5333090.9854981005))"
opendata_ruhver_fahrradparken_line.2612,10,Nein,Nein,Nein,2,,Nein,Schumannstr. 12,3564,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((693653.8257008825 5335342.198897832, 693653.4814008826 5335341.5325978305, 693651.6450008823 5335337.979097833, 693651.3006008825 5335337.312797832))"
opendata_ruhver_fahrradparken_line.2613,12,Nein,Nein,Nein,2,,Nein,Otto-Meitinger-Str. 10,2892,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((679006.5635005961 5335769.846698617, 679013.1614005961 5335770.066698616))"
opendata_ruhver_fahrradparken_line.2614,20,Nein,Nein,Nein,2,,Nein,Erika-Mann-Str. 59,3394,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688739.6188007768 5335358.6684981445, 688740.3662007768 5335358.606298147, 688749.3352007769 5335357.859598145, 688749.833500777 5335357.818098145))"
opendata_ruhver_fahrradparken_line.2615,4,Nein,Ja,Nein,2,,Nein,Prälat-Wellenhofer-Str. 5,3885,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((684208.9955006887 5331430.715598392, 684212.9069006888 5331430.797098392))"
opendata_ruhver_fahrradparken_line.2616,8,Nein,Nein,Nein,2,,Nein,Westenriederstr. 35,3260,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691892.0720008436 5334538.277997953, 691892.0450008437 5334537.528997952, 691891.9380008435 5334534.529997953, 691891.9200008436 5334534.029997952))"
opendata_ruhver_fahrradparken_line.2617,2,Ja,Ja,Nein,2,,Nein,Memminger Pl. 3,3718,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((686267.9265007266 5339383.664498276, 686266.9413007265 5339384.349598276))"
opendata_ruhver_fahrradparken_line.2619,21,Nein,Ja,Nein,1,,Nein,Steinkirchner Str. 19,3300,Fahrradständer,Nein,,in Planung / in Entwuf,"MULTILINESTRING ((684841.532000701 5329029.076998363, 684851.4940007011 5329024.9469983615))"
opendata_ruhver_fahrradparken_line.2620,32,Ja,Ja,Ja,2,,Nein,Steinkichner Str. 30,2819,Doppelstockabstellanlage,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((684594.9540006964 5329110.909998377, 684598.9200006964 5329110.395998376))"
opendata_ruhver_fahrradparken_line.2621,10,Nein,Ja,Nein,2,,Nein,Herzogstandstr. 16,2820,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692200.5270008508 5332192.4169979375, 692202.8550008509 5332199.018997937, 692203.3540008508 5332200.433997937))"
opendata_ruhver_fahrradparken_line.2622,14,Nein,Nein,Nein,2,,Nein,Flößergasse 6f,2821,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688925.0450007813 5331095.218998142, 688927.5050007815 5331096.935998143))"
opendata_ruhver_fahrradparken_line.2623,10,Nein,Nein,Nein,2,,Nein,Kapuzinerstr. 39,2822,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690896.6790008222 5333260.645998019, 690895.9940008223 5333260.950998019, 690892.3420008223 5333262.5819980195, 690891.6570008221 5333262.887998018))"
opendata_ruhver_fahrradparken_line.2624,10,Nein,Nein,Nein,2,,Nein,Auenstr. 37,2823,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690905.5280008225 5333103.555998018, 690905.9110008226 5333104.199998019, 690907.9550008224 5333107.637998018, 690908.3380008236 5333108.282998019))"
opendata_ruhver_fahrradparken_line.2625,20,Nein,Nein,Nein,2,,Nein,Isartalstr. 24,2824,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690687.0810008178 5332954.039998032, 690687.158000818 5332954.785998032, 690688.079000818 5332963.738998031, 690688.156000819 5332964.484998033))"
opendata_ruhver_fahrradparken_line.2626,20,Nein,Nein,Nein,2,,Nein,Isartalstr. 16,2825,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690698.7580008182 5333071.389998031, 690698.6870008182 5333070.642998032, 690697.8380008191 5333061.682998031, 690697.767000818 5333060.936998033))"
opendata_ruhver_fahrradparken_line.2628,20,Nein,Nein,Nein,2,,Nein,Kapuzinerstr. 52B,2827,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690974.027000824 5333202.165998013, 690973.4770008241 5333201.331998014, 690972.899000824 5333200.514998013, 690972.276000824 5333199.732998015, 690971.5780008239 5333199.0179980155, 690970.8530008239 5333198.327998014, 690970.128000824 5333197.638998015, 690969.4030008239 5333196.949998015, 690968.6450008239 5333196.297998014, 690967.8800008238 5333195.653998015, 690967.3340008239 5333195.139998013))"
opendata_ruhver_fahrradparken_line.2629,10,Nein,Nein,Nein,2,,Nein,Dreimühlenstr. 33,2828,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690438.2240008126 5332820.912998049, 690440.4330008125 5332824.246998047, 690440.8480008127 5332824.872998048))"
opendata_ruhver_fahrradparken_line.2630,10,Nein,Nein,Nein,2,,Nein,Hübnerstr. 25,2998,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688950.9380007808 5337151.186998129, 688950.9520007807 5337150.437998129, 688951.0240007807 5337146.437998129, 688951.0380007807 5337145.68799813))"
opendata_ruhver_fahrradparken_line.2631,16,Nein,Nein,Nein,1,,Nein,Hans-Sachs-Str. 7,2999,Anlehnbügel,Nein,,in Planung / in Entwuf,"MULTILINESTRING ((691232.7190008294 5333947.398997996, 691233.3900008296 5333947.063997995, 691234.2740008294 5333946.595997995, 691235.1450008295 5333946.105997996, 691236.0030008295 5333945.591997996, 691236.8480008296 5333945.056997997, 691237.6780008294 5333944.498997995, 691238.4810008295 5333943.902997996, 691239.2790008296 5333943.300997996, 691239.8790008296 5333942.8499979945))"
opendata_ruhver_fahrradparken_line.2632,6,Nein,Nein,Nein,1,,Nein,Hans-Sachs-Str. 5,3000,Anlehnbügel,Nein,,in Planung / in Entwuf,"MULTILINESTRING ((691242.2300008297 5333949.975997996, 691243.0350008296 5333949.381997996, 691243.8400008295 5333948.788997995, 691244.4440008296 5333948.343997996))"
opendata_ruhver_fahrradparken_line.2633,16,Nein,Nein,Nein,2,,Nein,Georgenstr. 93,3001,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690842.3040008204 5336906.857998015, 690843.0540008203 5336906.872998015, 690850.0530008206 5336907.008998013, 690850.8030008207 5336907.022998016))"
opendata_ruhver_fahrradparken_line.2634,6,Nein,Nein,Nein,2,,Nein,Alpenstr. 18,3002,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692261.1280008522 5332472.4949979335, 692261.546000852 5332473.117997932, 692262.661000852 5332474.777997931, 692263.0790008522 5332475.400997932))"
opendata_ruhver_fahrradparken_line.2635,8,Nein,Nein,Nein,2,,Nein,Dreimühlenstr. 1,3003,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690672.6260008176 5333081.126998033, 690676.4280008175 5333079.882998033))"
opendata_ruhver_fahrradparken_line.2636,8,Nein,Nein,Nein,2,,Nein,Dreimühlenstr. 1,3004,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690675.5220008176 5333083.545998033, 690679.3240008177 5333082.301998034))"
opendata_ruhver_fahrradparken_line.2637,22,Nein,Nein,Nein,2,,Nein,Dreimühlenstr. 1,3005,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690678.2990008177 5333084.749998033, 690687.181000818 5333091.239998031))"
opendata_ruhver_fahrradparken_line.2638,8,Nein,Nein,Nein,2,,Nein,Isartalstr. ,3006,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690709.3920008183 5333095.24499803, 690705.8510008183 5333093.383998031))"
opendata_ruhver_fahrradparken_line.2639,8,Nein,Nein,Nein,2,,Nein,Isartalstr. ,3007,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690705.4600008184 5333097.41399803, 690709.0010008183 5333099.274998032))"
opendata_ruhver_fahrradparken_line.2640,10,Nein,Nein,Nein,2,,Nein,Agnesstr. 58,3008,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690545.8140008141 5337083.974998032, 690541.862000814 5337084.588998034, 690541.1210008139 5337084.704998034))"
opendata_ruhver_fahrradparken_line.2641,10,Nein,Nein,Nein,2,,Nein,Agnesstr. 58,3009,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690534.1250008139 5337090.206998035, 690541.041000814 5337089.129998033))"
opendata_ruhver_fahrradparken_line.2642,10,Nein,Nein,Nein,2,,Nein,Schillerstr. 22,2959,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690521.9750008141 5334705.56999804, 690521.997000814 5334706.319998041, 690522.112000814 5334710.3179980405, 690522.1340008139 5334711.067998039))"
opendata_ruhver_fahrradparken_line.2643,10,Nein,Nein,Nein,2,,Nein,Schillerstr. 30,2960,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690520.1493008141 5334642.081198039, 690520.170000814 5334642.830898039, 690520.280900814 5334646.829398039, 690520.301700814 5334647.579098038))"
opendata_ruhver_fahrradparken_line.2644,8,Nein,Nein,Nein,2,,Nein,Adolf-Kolping-Str. 1,2961,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690723.0810008182 5334822.399998028, 690720.0820008183 5334822.443998027))"
opendata_ruhver_fahrradparken_line.2645,6,Nein,Nein,Nein,2,,Nein,Adolf-Kolping-Str. 1,2962,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690715.546000818 5334822.511998026, 690712.5470008182 5334822.555998027))"
opendata_ruhver_fahrradparken_line.2646,10,Nein,Nein,Nein,2,,Nein,Innsbrucker Ring 44,2963,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((695000.6890009136 5333409.18999774, 694999.7720009137 5333415.119997741))"
opendata_ruhver_fahrradparken_line.2647,6,Nein,Nein,Nein,2,,Nein,Innsbrucker Ring 44,2964,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((694999.5700009137 5333416.426997742, 694999.0200009138 5333419.984997741))"
opendata_ruhver_fahrradparken_line.2648,6,Nein,Nein,Nein,2,,Nein,Innsbrucker Ring 44,2965,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((694998.7940009137 5333421.188997741, 694998.1220009148 5333424.725997741))"
opendata_ruhver_fahrradparken_line.2649,6,Nein,Nein,Nein,2,,Nein,Innsbrucker Ring 44,2966,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((694997.8730009136 5333426.032997741, 694997.2010009135 5333429.568997741))"
opendata_ruhver_fahrradparken_line.2650,8,Nein,Nein,Nein,2,,Nein,Wettersteinpl. 3,2967,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691733.1980008408 5331670.057997968, 691732.5670008407 5331670.4639979685, 691730.0430008406 5331672.085997968, 691729.4120008406 5331672.491997969))"
opendata_ruhver_fahrradparken_line.2651,4,Nein,Ja,Nein,2,,Nein,Hohenzollernpl. 1,2968,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690946.0880008226 5337418.783998007, 690943.1990008225 5337418.333998007))"
opendata_ruhver_fahrradparken_line.2652,8,Nein,Nein,Nein,2,,Nein,Graf-Konrad-Str. 25,3588,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690526.2020008131 5339732.33159803, 690526.181400813 5339733.08129803, 690526.0990008132 5339736.08019803, 690526.0784008132 5339736.82989803))"
opendata_ruhver_fahrradparken_line.2653,6,Nein,Ja,Nein,2,,Nein,Prälat-Zistl-Str.,3605,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691579.4450008369 5334530.955097973, 691582.0849008368 5334534.460497973))"
opendata_ruhver_fahrradparken_line.2654,10,Nein,Nein,Nein,2,,Nein,Schluderstr. 39,3363,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688107.5418007638 5336082.0803981805, 688106.8139007639 5336081.89959818, 688102.9319007635 5336080.935298182, 688102.2040007637 5336080.754498181))"
opendata_ruhver_fahrradparken_line.2655,20,Nein,Nein,Nein,2,,Nein,Wörthstr. 14,3389,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((693403.621800877 5334102.243697853, 693403.1108008772 5334101.694797852, 693396.9785008768 5334095.107297854, 693396.4675008769 5334094.558297853))"
opendata_ruhver_fahrradparken_line.2656,4,Ja,Ja,Nein,2,,Nein,Memminger Pl. 3,3704,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((686283.5132007271 5339406.077598275, 686282.5280007268 5339406.762698276))"
opendata_ruhver_fahrradparken_line.2657,10,Nein,Ja,Nein,2,,Nein,Keferloherstr. 100,3569,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691301.5793008296 5339699.25689798, 691302.3274008296 5339699.203397981, 691306.3173008297 5339698.918197979, 691307.0653008297 5339698.86469798))"
opendata_ruhver_fahrradparken_line.2658,14,Nein,Ja,Nein,1,,Nein,Gleichmannstr. 16,3767,Anlehnbügel,Nein,,in Planung / in Entwuf,"MULTILINESTRING ((683015.670400666 5335745.842798443, 683015.520000666 5335745.365998442, 683013.715100666 5335739.643898443, 683013.564700666 5335739.167098443))"
opendata_ruhver_fahrradparken_line.2659,10,Nein,Nein,Nein,2,,Nein,Spitzwegstr. 13,3512,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689066.3721007839 5333106.180198129, 689067.1181007839 5333106.10319813, 689071.0970007838 5333105.69219813, 689071.8430007839 5333105.615198131))"
opendata_ruhver_fahrradparken_line.2660,16,Nein,Ja,Nein,2,,Nein,Naupliastr. 45,3254,Fahrradständer,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691882.6786008442 5330206.227797962, 691885.2887008444 5330202.561997961))"
opendata_ruhver_fahrradparken_line.2661,4,Nein,Ja,Nein,2,,Nein,Feldmoching S-Bahn,3812,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688758.5017007758 5343173.850198132, 688758.4488007757 5343171.89229813))"
opendata_ruhver_fahrradparken_line.2662,10,Nein,Nein,Nein,2,,Nein,c,3470,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688950.3291007814 5333239.5158981355, 688950.3160007815 5333239.016098136, 688950.2111007813 5333235.0174981365, 688950.1915007813 5333234.267698137))"
opendata_ruhver_fahrradparken_line.2663,20,Nein,Nein,Nein,1,,Nein,Institutstr. 14,3749,Anlehnbügel,Nein,,in Planung / in Entwuf,"MULTILINESTRING ((682731.6740006609 5335489.903298457, 682732.3904006609 5335489.681398457, 682741.847100661 5335486.751898456, 682742.324700661 5335486.603898457))"
opendata_ruhver_fahrradparken_line.2664,10,Nein,Nein,Nein,2,,Nein,Helmut-Dietl. Str.,3540,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((693742.6959008849 5333272.879097831, 693742.3538008849 5333272.514397831, 693739.6171008849 5333269.597097831, 693739.2750008849 5333269.232497831))"
opendata_ruhver_fahrradparken_line.2665,10,Nein,Nein,Nein,2,,Nein,Pariser Str. 29a,3360,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((693439.456000878 5333814.619197849, 693438.9513008781 5333814.06439785, 693436.2597008779 5333811.10549785, 693435.7550008779 5333810.550697851))"
opendata_ruhver_fahrradparken_line.2666,10,Nein,Nein,Nein,2,,Nein,Dreimühlenstr. 35,2829,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690433.0770008126 5332811.741998048, 690432.9320008126 5332811.537998049, 690430.6710008124 5332808.23799805, 690430.2540008124 5332807.614998049))"
opendata_ruhver_fahrradparken_line.2668,10,Nein,Nein,Nein,2,,Nein,Karpfenstr. ,3057,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((698257.8540009914 5333600.180997488, 698257.5620009915 5333599.489997489, 698256.0060009916 5333595.804997489, 698255.7150009914 5333595.113997489))"
opendata_ruhver_fahrradparken_line.2669,10,Nein,Nein,Nein,2,,Nein,Westendstr. 68,3065,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688981.0670007819 5334782.719998131, 688981.8020007818 5334782.868998133, 688985.7220007819 5334783.6629981315, 688986.457000782 5334783.811998132))"
