FID,anzahl_stellplaetze,zusatzbeleuchtung,bike_and_ride,doppelstock,status,geplant,lastenrad,standort,standortnummer,typ_generalisiert,ueberdacht,zeitl_begrenzung,status_bedeutung,shape
opendata_ruhver_fahrradparken_line.686,16,Nein,Ja,Nein,2,,Nein,Einsteinstr. 1,858,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((693331.6390008753 5334659.085997857, 693325.2890008753 5334658.749997857))"
opendata_ruhver_fahrradparken_line.687,8,Nein,Ja,Nein,2,,Nein,Einsteinstr. 1,859,Anlehnbügel,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((693307.0820008749 5334658.656997858, 693310.001000875 5334658.5939978575))"
opendata_ruhver_fahrradparken_line.688,8,Nein,Ja,Nein,2,,Nein,Einsteinstr. 1,860,Anlehnbügel,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((693319.195000875 5334658.599997857, 693322.5530008752 5334658.642997856))"
opendata_ruhver_fahrradparken_line.689,24,Nein,Ja,Nein,4,,Nein,Max-Weber-Pl. 9,861,Vorderradhalter,Nein,,abgebaut,"MULTILINESTRING ((693308.9670008749 5334623.822997859, 693303.8030008746 5334620.240997858))"
opendata_ruhver_fahrradparken_line.690,20,Nein,Ja,Nein,4,,Nein,Gotthardstr. 46,747,Anlehnbügel,Nein,,abgebaut,"MULTILINESTRING ((686147.7770007253 5334391.3319982905, 686147.8890007263 5334386.762998289), (686151.8820007253 5334391.426998289, 686151.9260007254 5334386.920998288))"
opendata_ruhver_fahrradparken_line.691,20,Nein,Ja,Nein,4,,Nein,Gotthardstr. 46,748,Anlehnbügel,Nein,,abgebaut,"MULTILINESTRING ((686157.8470007256 5334391.39599829, 686157.8860007254 5334387.022998287), (686162.3560007255 5334391.306998289, 686162.4480007254 5334387.267998288))"
opendata_ruhver_fahrradparken_line.692,20,Nein,Ja,Nein,4,,Nein,Gotthardstr. 44,749,Anlehnbügel,Nein,,abgebaut,"MULTILINESTRING ((686168.9120007255 5334391.429998289, 686168.9400007256 5334387.32199829), (686173.3530007257 5334391.403998288, 686173.4450007256 5334387.364998288))"
opendata_ruhver_fahrradparken_line.693,20,Nein,Ja,Nein,4,,Nein,Gotthardstr. 44,750,Anlehnbügel,Nein,,abgebaut,"MULTILINESTRING ((686179.8400007257 5334391.589998289, 686179.9980007259 5334387.55299829), (686184.286000726 5334391.430998286, 686184.505000726 5334387.529998288))"
opendata_ruhver_fahrradparken_line.694,10,Nein,Ja,Nein,2,,Nein,Kreillerstr. 128,731,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((697082.6780009628 5333640.118997583, 697082.2620009629 5333637.185997583))"
opendata_ruhver_fahrradparken_line.695,5,Nein,Ja,Nein,2,,Nein,Kreillerstr. 128,732,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((697078.2350009626 5333640.740997584, 697077.7340009628 5333637.716997583))"
opendata_ruhver_fahrradparken_line.696,4,Nein,Ja,Nein,2,,Nein,Kreillerstr. 128,733,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((697072.6270009625 5333641.759997585, 697072.2750009627 5333639.448997583))"
opendata_ruhver_fahrradparken_line.697,8,Nein,Ja,Nein,2,,Nein,Arnulfstr. 275,734,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((687033.7660007423 5336279.29699824, 687036.4520007423 5336282.27299824))"
opendata_ruhver_fahrradparken_line.698,16,Nein,Ja,Nein,4,,Nein,Gotthardstr. 56,735,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((685990.6040007222 5334398.571998297, 685994.9360007223 5334398.259998297))"
opendata_ruhver_fahrradparken_line.699,18,Nein,Nein,Nein,2,,Nein,Marsstr. 82,848,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689077.5620007836 5335642.753998124, 689072.3980007835 5335635.583998124))"
opendata_ruhver_fahrradparken_line.700,18,Nein,Nein,Nein,2,,Nein,Marsstr. 82,849,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689071.0230007836 5335633.642998125, 689066.2080007833 5335626.848998126))"
opendata_ruhver_fahrradparken_line.701,10,Nein,Nein,Nein,2,,Nein,Marsstr. 82,850,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689064.3530007835 5335624.162998125, 689061.3780007833 5335620.415998126))"
opendata_ruhver_fahrradparken_line.702,6,Nein,Ja,Nein,2,,Nein,Naupliastr. 30,808,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691940.2890008455 5330268.057997959, 691941.6910008457 5330271.434997957))"
opendata_ruhver_fahrradparken_line.703,10,Nein,Ja,Nein,2,,Nein,Naupliastr. 23,809,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692000.9910008468 5330283.629997954, 692004.559000847 5330286.016997955))"
opendata_ruhver_fahrradparken_line.704,10,Nein,Ja,Nein,2,,Nein,Naupliastr. 25,810,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691997.4780008468 5330281.716997955, 691994.1340008467 5330279.270997954))"
opendata_ruhver_fahrradparken_line.705,14,Nein,Ja,Nein,2,,Nein,Naupliastr. 25,811,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691990.0370008466 5330276.294997956, 691985.0810008466 5330272.6339979535))"
opendata_ruhver_fahrradparken_line.706,3,Nein,Ja,Nein,2,,Nein,Naupliastr. 29,812,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691972.7750008462 5330265.054997956, 691973.8120008463 5330263.564997956))"
opendata_ruhver_fahrradparken_line.707,8,Nein,Ja,Nein,2,,Nein,Naupliastr. 33,813,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691954.4872008458 5330249.307897958, 691952.1442008456 5330247.770897957))"
opendata_ruhver_fahrradparken_line.708,17,Nein,Ja,Nein,2,,Nein,Naupliastr. 35,814,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691951.1750008458 5330246.472997959, 691943.8930008458 5330241.5619979575))"
opendata_ruhver_fahrradparken_line.709,12,Nein,Ja,Nein,2,,Nein,Mangfallpl. 1,819,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692173.6570008507 5330391.084997941, 692175.8700008506 5330387.793997943))"
opendata_ruhver_fahrradparken_line.710,25,Nein,Ja,Nein,2,,Nein,Mangfallpl. 1,822,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692173.1840008507 5330375.253997942, 692165.1420008504 5330387.301997944))"
opendata_ruhver_fahrradparken_line.711,12,Nein,Ja,Nein,2,,Nein,Mangfallpl. 1,820,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692176.7820008507 5330386.223997945, 692179.1170008507 5330382.865997942))"
opendata_ruhver_fahrradparken_line.712,16,Nein,Ja,Nein,4,,Nein,Heinrich-Wieland-Str. 11,903,Vorderradhalter,Nein,,abgebaut,"MULTILINESTRING ((695964.0770009365 5332777.27799767, 695956.1390009362 5332779.125997672))"
opendata_ruhver_fahrradparken_line.713,11,Nein,Ja,Nein,4,,Nein,Heinrich-Wieland-Str. 11,904,Vorderradhalter,Nein,,abgebaut,"MULTILINESTRING ((695951.3890009371 5332780.260997673, 695945.561000936 5332781.685997671))"
opendata_ruhver_fahrradparken_line.714,15,Nein,Ja,Nein,2,,Nein,Hofangerstr. 2,905,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((695755.3500009314 5332819.179997686, 695747.0200009313 5332819.814997687))"
opendata_ruhver_fahrradparken_line.715,12,Nein,Ja,Nein,2,,Nein,Hofangerstr. 2,906,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((695755.7760009315 5332823.102997687, 695748.6630009311 5332823.963997687))"
opendata_ruhver_fahrradparken_line.716,32,Nein,Ja,Nein,2,,Nein,Gotthardstr. 63,765,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686028.162000723 5334378.510998297, 686027.7710007229 5334371.537998295), (686024.3650007227 5334379.025998295, 686023.5650007229 5334370.645998295))"
opendata_ruhver_fahrradparken_line.717,10,Nein,Ja,Nein,2,,Nein,Gotthardstr. 65,766,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686020.4490007227 5334379.204998297, 686020.0360007228 5334374.483998298))"
opendata_ruhver_fahrradparken_line.718,20,Nein,Ja,Nein,2,,Nein,Gotthardstr. 65,767,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686009.6160007226 5334371.427998297, 686010.0160007224 5334376.479998297), (686006.8950007225 5334376.622998297, 686006.4900007225 5334371.703998298))"
opendata_ruhver_fahrradparken_line.719,20,Nein,Ja,Nein,2,,Nein,Gotthardstr. 65,768,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686001.7820007224 5334376.821998297, 686001.3140007224 5334371.832998297), (685998.8570007223 5334377.038998297, 685998.4450007223 5334372.317998298))"
opendata_ruhver_fahrradparken_line.720,20,Nein,Ja,Nein,2,,Nein,Gotthardstr. 65,769,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((685994.007000722 5334377.3139983, 685993.6460007221 5334372.991998298), (685991.0060007224 5334377.793998298, 685990.6480007223 5334373.404998297))"
opendata_ruhver_fahrradparken_line.721,14,Nein,Ja,Nein,2,,Nein,Gotthardstr. 65,770,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((685985.362000722 5334381.483998297, 685984.691000722 5334374.896998297))"
opendata_ruhver_fahrradparken_line.722,70,Nein,Nein,Nein,2,,Nein,Laimer Unterführung,771,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((686187.6260007258 5335483.019998286, 686186.5163007258 5335516.116998286))"
opendata_ruhver_fahrradparken_line.723,56,Nein,Ja,Nein,2,,Nein,Wotanstr. 1,775,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((686198.3790007259 5335379.303998286, 686199.476000726 5335325.723998285))"
opendata_ruhver_fahrradparken_line.724,3,Nein,Ja,Nein,2,,Nein,Landshuter Allee 33,777,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688659.340000775 5336052.845998148, 688661.547000775 5336052.931998149))"
opendata_ruhver_fahrradparken_line.725,20,Nein,Ja,Nein,2,,Nein,Paula-Breitenbach-Weg 11,778,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((688356.1830007678 5341146.321998158, 688357.076000768 5341152.307998158))"
opendata_ruhver_fahrradparken_line.726,18,Nein,Ja,Nein,2,,Nein,Thierschpl. 3,779,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692579.5280008586 5335059.913997905, 692588.3250008586 5335054.850997905))"
opendata_ruhver_fahrradparken_line.727,20,Nein,Ja,Nein,2,,Nein,Thierschpl. 5,781,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692593.1350008589 5335038.9889979055, 692602.0840008591 5335033.553997904))"
opendata_ruhver_fahrradparken_line.728,11,Nein,Nein,Nein,2,,Nein,Bad-Stebener-Weg 23,782,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((680570.2490006225 5336273.017998552, 680576.5810006227 5336272.268998551))"
opendata_ruhver_fahrradparken_line.729,36,Nein,Ja,Nein,2,,Nein,Leonrodpl. 5,783,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689384.3930007897 5337179.8669981025, 689391.3250007897 5337171.4009981025))"
opendata_ruhver_fahrradparken_line.730,12,Nein,Ja,Nein,2,,Nein,Leonrodpl. 5,784,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689384.6000007896 5337152.566998104, 689381.8380007898 5337150.032998105))"
opendata_ruhver_fahrradparken_line.731,12,Nein,Ja,Nein,2,,Nein,Leonrodpl. 5,785,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((689381.3360007895 5337155.976998104, 689378.8480007895 5337153.694998104))"
opendata_ruhver_fahrradparken_line.732,4,Nein,Ja,Nein,2,,Nein,Lindwurmstr. 32,786,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690192.6660008073 5333748.259998062, 690190.4860008073 5333746.671998061))"
opendata_ruhver_fahrradparken_line.733,6,Nein,Nein,Nein,2,,Nein,Lindwurmstr. 48,787,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((690058.8270008047 5333640.762998071, 690057.4220008045 5333639.33999807))"
opendata_ruhver_fahrradparken_line.734,13,Nein,Ja,Nein,4,,Nein,Gotthardstr. 56,736,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((685998.6560007222 5334397.955998299, 686002.4940007223 5334397.698998298))"
opendata_ruhver_fahrradparken_line.735,13,Nein,Ja,Nein,4,,Nein,Gotthardstr. 54,737,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((686006.0740007224 5334397.440998297, 686010.3090007225 5334397.230998297))"
opendata_ruhver_fahrradparken_line.736,19,Nein,Ja,Nein,4,,Nein,Gotthardstr. 54,738,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((686013.2340007226 5334396.762998297, 686018.4980007226 5334396.505998297))"
opendata_ruhver_fahrradparken_line.737,19,Nein,Ja,Nein,4,,Nein,Gotthardstr. 52,739,Rahmenhalter,Nein,,abgebaut,"MULTILINESTRING ((686021.1220007238 5334396.183998298, 686026.2640007229 5334395.765998296))"
opendata_ruhver_fahrradparken_line.738,12,Nein,Ja,Nein,2,,Nein,Gotthardstr. 52,740,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((686035.035000723 5334392.353998296, 686034.830000723 5334388.947998295), (686039.323000723 5334391.497998296, 686039.1590007232 5334388.619998296))"
opendata_ruhver_fahrradparken_line.739,12,Nein,Ja,Nein,2,,Nein,Kölner Pl. 1,720,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691606.6680008364 5338439.835997963, 691614.1100008367 5338440.761997964))"
opendata_ruhver_fahrradparken_line.740,30,Nein,Ja,Nein,2,,Nein,Kölner Pl. 1,721,Vorderradhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691660.6870008378 5338447.38099796, 691674.2250008379 5338449.026997958))"
opendata_ruhver_fahrradparken_line.741,7,Nein,Ja,Nein,2,,Nein,St.-Veit-Str. 17,722,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((696836.390000957 5333705.209997602, 696835.8070009568 5333701.280997601))"
opendata_ruhver_fahrradparken_line.742,7,Nein,Ja,Nein,2,,Nein,Kreillerstr. 101,723,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((696854.1840009573 5333702.7509976, 696853.5960009574 5333698.539997602))"
opendata_ruhver_fahrradparken_line.743,14,Nein,Ja,Nein,2,,Nein,Kreillerstr. 101,724,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((696858.9120009575 5333701.888997601, 696858.2390009573 5333697.8249976))"
opendata_ruhver_fahrradparken_line.744,7,Nein,Ja,Nein,2,,Nein,Kreillerstr. 101,725,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((696865.2230009576 5333700.654997602, 696864.6490009576 5333697.214997601))"
opendata_ruhver_fahrradparken_line.745,14,Nein,Ja,Nein,2,,Nein,Kreillerstr. 98,726,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((696882.2060009579 5333672.391997599, 696890.2710009582 5333671.055997597))"
opendata_ruhver_fahrradparken_line.746,6,Nein,Ja,Nein,2,,Nein,Seebrucker Str. 26,727,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((697032.5500009616 5333673.554997587, 697031.8900009617 5333669.495997588))"
opendata_ruhver_fahrradparken_line.747,10,Nein,Ja,Nein,2,,Nein,Permoserpl. 1,728,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((697068.5050009624 5333664.992997582, 697068.0290009625 5333662.055997583))"
opendata_ruhver_fahrradparken_line.748,10,Nein,Ja,Nein,2,,Nein,Permoserpl. 1,729,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((697079.8290009629 5333663.298997582, 697079.3270009629 5333660.123997583))"
opendata_ruhver_fahrradparken_line.749,10,Nein,Ja,Nein,2,,Nein,Kreillerstr. 128,730,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((697087.0720009631 5333639.395997581, 697086.6640009629 5333636.450997583))"
opendata_ruhver_fahrradparken_line.750,60,Ja,Ja,Ja,2,,Nein,Memminger Pl. 3,934,Doppelstockabstellanlage,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((686282.199600727 5339406.991098276, 686275.7958007269 5339411.444398276))"
opendata_ruhver_fahrradparken_line.751,60,Ja,Ja,Ja,2,,Nein,Memminger Pl. 3,935,Doppelstockabstellanlage,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((686279.1736007269 5339402.639798275, 686272.7699007266 5339407.093198276))"
opendata_ruhver_fahrradparken_line.752,60,Ja,Ja,Ja,2,,Nein,Memminger Pl. 3,936,Doppelstockabstellanlage,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((686275.7480007268 5339397.713898276, 686269.3442007268 5339402.167198276))"
opendata_ruhver_fahrradparken_line.753,60,Ja,Ja,Ja,2,,Nein,Memminger Pl. 3,937,Doppelstockabstellanlage,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((686272.8933007267 5339393.608898276, 686266.4895007267 5339398.062198275))"
opendata_ruhver_fahrradparken_line.754,60,Ja,Ja,Ja,2,,Nein,Memminger Pl. 3,938,Doppelstockabstellanlage,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((686270.0536007266 5339389.525798275, 686263.6499007265 5339393.979098276))"
opendata_ruhver_fahrradparken_line.755,18,Ja,Ja,Nein,2,,Nein,Memminger Pl. 3,939,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((686258.8956007266 5339389.944798277, 686266.6950007265 5339384.520898277))"
opendata_ruhver_fahrradparken_line.756,28,Nein,Ja,Nein,2,,Nein,Am Moosfeld 96,940,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((698651.4330010011 5334166.310997454, 698652.3880010011 5334182.798997455))"
opendata_ruhver_fahrradparken_line.757,16,Nein,Ja,Nein,2,,Nein,Münchner Freiheit 6,949,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692367.7330008533 5337575.589997916, 692367.4330008533 5337570.620997915))"
opendata_ruhver_fahrradparken_line.758,20,Nein,Ja,Nein,2,,Nein,Münchner Freiheit 2,950,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692353.520000853 5337533.980997915, 692350.5790008531 5337520.060997916))"
opendata_ruhver_fahrradparken_line.759,10,Nein,Ja,Nein,2,,Nein,Feilitzschstr. 2,952,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692338.3470008527 5337495.269997917, 692343.4190008526 5337493.979997916))"
opendata_ruhver_fahrradparken_line.760,10,Nein,Ja,Nein,2,,Nein,Hofangerstr. 2,907,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((695746.3230009314 5332824.315997686, 695740.2970009311 5332824.928997687))"
opendata_ruhver_fahrradparken_line.761,12,Nein,Ja,Nein,2,,Nein,Hofangerstr. 2,908,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((695724.5570009307 5332831.216997689, 695717.9700009307 5332831.803997688))"
opendata_ruhver_fahrradparken_line.762,12,Nein,Ja,Nein,2,,Nein,Hofangerstr. 2,909,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((695716.2110009305 5332831.89399769, 695710.2200009304 5332832.50499769))"
opendata_ruhver_fahrradparken_line.763,6,Nein,Ja,Nein,2,,Nein,Schopenhauerstr. 51,910,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691241.2500008283 5339502.161997984, 691242.7660008282 5339506.132997985))"
opendata_ruhver_fahrradparken_line.764,14,Nein,Ja,Nein,2,,Nein,Schopenhauerstr. 51,911,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691258.3830008288 5339507.374997983, 691262.6800008289 5339508.061997984))"
opendata_ruhver_fahrradparken_line.765,26,Nein,Ja,Nein,2,,Nein,Am Moosfeld 96,941,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((698654.3300010011 5334162.541997456, 698657.4530010012 5334168.9299974535))"
opendata_ruhver_fahrradparken_line.766,26,Nein,Ja,Nein,2,,Nein,Am Moosfeld 96,942,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((698657.9880010012 5334170.058997456, 698661.1100010014 5334176.494997454))"
opendata_ruhver_fahrradparken_line.767,10,Nein,Ja,Nein,2,,Nein,Salzmesserstr. 55,943,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((698743.6800010034 5334319.792997446, 698746.7740010035 5334325.013997446))"
opendata_ruhver_fahrradparken_line.768,7,Nein,Ja,Nein,2,,Nein,Salzmesserstr. 59,944,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((698768.142001004 5334361.808997445, 698770.8130010039 5334360.125997445))"
opendata_ruhver_fahrradparken_line.769,8,Nein,Nein,Nein,2,,Nein,Müllerstr. 18,945,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691433.4940008337 5334200.594997984, 691431.1920008338 5334198.472997983))"
opendata_ruhver_fahrradparken_line.770,24,Nein,Ja,Nein,2,,Nein,Münchner Freiheit 7,946,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692351.9060008539 5337599.322997915, 692360.298000853 5337597.529997916))"
opendata_ruhver_fahrradparken_line.771,3,Nein,Nein,Nein,2,,Nein,Münchner Freiheit 14,947,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692377.2430008535 5337632.650997913, 692377.6310008536 5337634.638997914))"
opendata_ruhver_fahrradparken_line.772,8,Nein,Ja,Nein,2,,Nein,Münchner Freiheit 6,948,Anlehnbügel,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((692362.5900008532 5337578.196997914, 692361.8990008532 5337574.783997917))"
opendata_ruhver_fahrradparken_line.773,7,Nein,Ja,Nein,2,,Nein,Mauerkircherstr. 2,851,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((693380.963000876 5336144.6809978485, 693378.8880008763 5336141.345997848))"
opendata_ruhver_fahrradparken_line.774,13,Nein,Ja,Nein,2,,Nein,Mauerkircherstr. 2,852,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((693379.4970008772 5336131.418997849, 693379.9740008761 5336124.90999785))"
opendata_ruhver_fahrradparken_line.775,14,Nein,Nein,Nein,2,,Nein,Residenzstr. 18,855,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691750.4280008404 5335110.810997961, 691742.43100084 5335112.814997963))"
opendata_ruhver_fahrradparken_line.776,18,Nein,Nein,Nein,2,,Nein,Residenzstr. 18,856,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691746.5920008402 5335107.808997961, 691741.7910008401 5335109.084997961))"
opendata_ruhver_fahrradparken_line.777,8,Nein,Ja,Nein,2,,Nein,Ismaninger Str. 2,857,Rahmenhalter,Ja,,in Bestand / in Betrieb,"MULTILINESTRING ((693299.1140008747 5334663.559997858, 693298.6550008747 5334659.475997857))"
opendata_ruhver_fahrradparken_line.778,20,Nein,Ja,Nein,2,,Nein,Keferloherstr. 103,915,Rahmenhalter,Nein,,in Bestand / in Betrieb,"MULTILINESTRING ((691261.8750008286 5339732.946997982, 691263.0610008287 5339720.712997984))"
